Delivery_person_Age,Delivery_person_Ratings,label_Weatherconditions,label_Road_traffic_density,Vehicle_condition,label_Type_of_order,label_Type_of_vehicle,label_City,multiple_deliveries,Geo_distance
33,4.7,0,0,0,1,1,0,0,1.5494964829535065
23,4.7,3,0,1,1,2,2,1,1.5269331229167933
22,4.6,3,0,1,2,1,0,0,1.5496965554268864
29,4.9,2,0,2,0,2,2,1,1.5113480002410753
22,4.8,0,0,2,1,2,2,1,4.582241705523986
22,4.8,1,1,0,2,1,0,0,9.328992257417559
30,4.4,3,0,0,1,1,0,1,3.0987127141456514
28,4.6,0,0,0,0,1,2,1,7.439646912705203
21,4.6,3,3,0,2,1,0,1,4.664610877378366
20,4.2,1,2,1,3,2,0,0,5.855500387836576
29,5.0,3,3,1,2,1,0,0,13.593979183831362
37,4.7,5,2,1,3,2,0,0,5.961966901624224
34,4.0,3,0,0,3,1,0,1,2.9767694453815867
32,4.7,3,0,0,0,1,0,1,17.04436567231191
34,4.6,3,3,2,0,1,0,1,11.909501860943355
35,4.5,1,3,0,0,1,0,3,19.846613904419858
31,4.8,2,0,1,2,1,0,1,3.109874956831217
38,4.8,0,3,1,2,1,1,1,10.706613368220644
31,3.9,3,3,2,0,2,0,1,19.846780345572487
38,4.4,2,3,2,3,2,0,1,9.297262765170096
31,4.7,4,0,0,3,1,2,1,7.535714912807709
27,3.4,4,0,1,1,2,0,1,20.212460530271784
35,5.0,4,3,0,2,1,0,1,11.903926009451327
28,4.9,5,0,1,3,2,0,1,3.0548704390390666
35,5.0,2,2,2,2,1,0,1,1.52973448839228
20,4.9,1,0,2,1,2,0,0,19.351082464681625
35,4.9,5,1,2,3,1,0,0,13.464220181277476
26,4.1,1,3,2,2,1,0,1,13.41246037752413
25,4.8,3,2,0,0,1,2,0,5.946100784021814
39,4.2,2,3,1,2,1,0,1,16.796560564484654
31,4.0,2,1,0,3,1,0,0,13.962233538599422
22,4.1,1,3,1,3,2,0,1,8.97641689354887
23,4.9,4,1,0,0,1,2,1,12.05632146227304
34,4.2,3,0,0,3,1,0,0,4.623158209582297
21,4.5,4,3,1,2,2,0,1,13.591000472238147
28,4.9,1,1,2,3,2,0,1,12.142706560602194
26,4.8,0,2,1,3,2,0,1,6.095471904860164
34,4.7,2,3,0,2,1,0,1,9.163843230911345
39,5.0,0,3,1,0,1,0,1,17.10252778809447
21,4.7,1,1,2,3,2,0,1,12.438888796445053
20,4.1,1,1,2,3,2,0,1,13.564071378154335
32,4.7,1,2,0,1,1,0,1,6.276138627413788
21,4.8,3,3,0,1,1,0,0,12.438948024729351
31,4.6,4,2,2,1,0,0,0,3.138069407388937
38,4.6,1,2,1,3,2,0,1,6.049820809301132
21,4.9,1,3,1,0,2,2,1,4.583030625251179
25,4.2,2,3,0,1,1,0,2,16.365371126059692
37,4.6,4,2,2,1,2,0,1,6.164922187485235
37,4.5,4,1,0,0,1,2,1,19.58985299714341
24,5.0,3,1,2,3,2,2,0,7.845173108613386
39,5.0,4,0,1,2,1,2,0,7.619031225164967
35,4.9,3,0,1,2,2,0,0,20.829147892091495
38,4.2,5,3,2,2,0,0,2,12.552275755914396
35,4.9,3,3,1,1,1,0,1,4.402429011237248
37,4.9,2,3,2,3,1,0,1,4.531317330937984
31,4.8,0,0,1,0,1,0,1,4.64802423339136
20,4.7,0,1,0,2,1,0,0,10.73739964566126
22,4.9,2,3,1,1,1,2,0,20.138075496679953
36,4.9,5,2,2,1,2,0,1,1.510312629964539
20,4.7,1,3,1,2,2,0,1,4.647989333607506
27,5.0,5,3,2,0,2,2,0,19.63267330546414
26,4.5,1,0,1,2,1,0,1,1.5497167302535413
26,4.7,0,1,0,0,1,0,1,7.774458242271917
30,4.6,1,0,2,2,1,0,1,9.061353966600347
31,4.8,1,3,0,0,1,0,1,19.731429221614068
30,4.6,5,2,1,0,1,0,1,6.049844084741427
30,4.4,5,1,0,3,1,0,1,17.10252778809447
38,4.5,3,0,1,3,2,0,0,3.0358047939362813
38,4.7,5,2,2,0,2,0,1,1.5513637566677205
34,4.8,4,3,1,0,2,0,1,16.695279587363153
34,4.3,5,0,0,2,1,0,0,1.4904524680383964
33,4.9,0,3,0,2,1,0,1,4.707104052532131
33,4.9,5,0,0,0,1,2,1,17.042862519365322
36,4.5,4,3,1,0,2,0,0,7.58983281153424
37,4.8,4,1,0,2,1,0,1,7.747869610340006
24,4.9,5,3,1,0,2,0,1,7.670294054159628
30,4.8,2,1,2,1,0,0,0,8.928193235546871
31,4.7,4,1,2,1,1,2,1,4.391832577498914
24,4.7,5,1,2,0,2,0,1,9.297855593284817
29,4.8,2,0,2,3,2,0,0,1.5493046440218532
32,4.8,2,0,0,2,1,0,0,19.59263902704557
22,4.0,2,0,0,1,1,2,0,9.308114420769895
25,4.8,1,0,2,0,0,0,0,9.203394311041274
31,3.8,2,3,1,2,1,0,1,19.340978234263645
35,4.8,1,1,1,0,1,0,0,6.219432687838829
25,4.7,5,1,1,3,2,0,1,13.203100587266066
24,4.8,0,0,1,2,1,0,0,3.0145952544337877
29,4.6,3,1,2,2,2,2,1,10.846809182228291
32,5.0,0,3,2,1,2,2,1,7.636095878026081
21,4.5,1,1,0,0,1,0,1,12.214263408161294
34,4.8,1,1,2,1,1,0,1,6.220072742030934
33,4.6,4,1,1,3,1,2,1,4.580084639726666
27,4.3,1,3,1,1,2,0,2,11.902776952949116
34,4.7,4,0,2,1,2,2,0,19.5870739690788
25,4.7,3,1,2,1,0,0,1,7.551297987342759
23,4.8,4,0,0,1,1,0,1,1.52973448839228
29,4.7,4,0,1,3,1,0,1,9.32934879543004
25,4.6,5,3,2,3,2,0,1,7.746805459207662
25,4.8,2,3,2,3,0,0,0,9.32995691639106
21,4.7,2,3,1,2,2,2,1,9.32946504329119
23,4.8,0,0,1,2,1,0,0,7.5900237783184785
27,4.3,5,0,0,2,1,2,1,7.845173108613386
32,4.7,0,2,1,0,1,0,1,5.868673729150466
36,4.8,0,3,2,2,2,0,1,13.99363508247081
34,4.5,1,0,1,2,2,0,1,3.0250084659147034
35,4.6,4,0,2,0,1,0,1,13.611101106406846
27,4.6,5,0,2,3,0,0,1,9.297357613567044
25,4.1,5,0,0,0,1,2,0,3.068343469009768
26,4.7,0,0,1,3,2,2,1,3.1027784423152824
25,4.9,2,3,1,3,2,0,1,19.5870739690788
33,4.8,1,3,0,3,1,0,1,12.395377352505006
33,4.8,4,0,1,0,2,0,1,1.5495023088967608
21,4.8,3,3,2,3,2,0,1,8.91874209836903
37,4.1,0,3,1,1,1,1,1,13.961679428629168
29,4.9,1,0,1,3,1,2,1,1.4866117771925236
22,4.4,2,0,0,2,1,0,1,9.414207472710384
35,4.9,1,0,0,0,1,0,1,1.4881912567305338
27,4.9,0,0,2,1,2,0,0,1.533904981392392
25,5.0,0,3,0,3,1,0,1,9.165436705070869
30,4.3,0,0,2,0,2,0,2,20.212424365854623
31,4.0,0,3,0,0,1,0,1,9.06152149683975
32,4.5,1,1,1,0,1,2,1,6.19680534366793
35,4.7,1,2,0,1,1,0,1,6.219459890681801
29,4.6,3,1,2,2,2,0,1,7.552708807307073
25,4.2,4,2,0,1,1,1,3,6.049870868802052
33,4.5,0,0,2,0,2,0,0,19.807241172215168
38,4.9,4,1,2,0,1,0,1,19.849333041264373
31,4.7,0,3,0,3,1,0,0,10.706412101750692
30,4.8,4,2,2,3,2,2,1,6.049679408115345
20,4.2,0,1,1,3,1,0,2,17.043069629578348
37,5.0,0,2,2,3,0,0,1,6.219667684961578
22,4.7,1,3,1,2,2,0,2,13.563126557577556
20,4.5,1,0,0,2,1,0,1,3.082602406469908
29,4.4,3,2,0,2,1,0,1,6.276138627413788
32,4.9,0,3,0,0,1,0,1,17.25937671693666
28,5.0,1,0,2,3,0,0,0,3.0984471841718366
22,4.6,0,0,0,3,1,0,0,2.980954721770673
34,4.9,0,1,2,3,2,0,0,6.276138627413788
29,4.7,3,1,0,2,1,0,1,9.04126320780773
33,4.6,3,0,0,2,1,2,1,12.438888551921162
28,4.0,5,0,0,0,1,0,0,9.203394311041274
39,4.2,0,0,2,0,0,0,0,17.063560974578667
29,4.9,2,3,2,2,1,0,0,11.90326041853209
33,4.5,0,1,0,3,1,0,1,16.952470880436547
33,4.8,4,3,0,0,1,2,1,9.177225998300313
36,4.9,5,1,0,0,1,2,2,6.028567025413262
24,4.9,4,2,1,3,1,2,1,6.049869064943989
25,4.6,1,3,2,1,2,0,1,8.94279745673515
20,4.8,3,0,2,3,2,0,0,4.648491109478169
36,4.5,0,1,0,3,1,2,1,20.39744277518833
36,4.1,2,1,0,2,1,0,1,11.903157253917723
21,4.4,1,3,1,1,1,0,1,13.806307264632855
28,4.8,1,0,0,0,1,0,0,3.1098846908757523
23,4.9,5,0,1,0,1,0,1,13.591761495895774
21,4.7,3,1,1,0,1,0,1,5.85544636534018
29,4.8,2,0,0,3,1,0,1,10.844210959494212
25,4.8,4,3,0,2,1,0,1,10.706184356730287
23,4.8,5,1,0,0,1,0,1,5153.348891154133
24,4.5,5,0,2,2,2,2,1,1.4884329736185136
25,4.7,3,0,1,1,1,2,0,7.845173108613386
35,4.9,0,0,2,2,1,2,1,7.589425972485466
25,5.0,1,3,2,2,0,0,1,9.414207472710384
22,4.7,4,2,1,0,1,2,1,5.951665577584722
26,4.6,3,1,2,1,2,0,1,9.296679247290683
28,4.9,2,1,1,0,1,0,0,14.121309628180253
29,4.7,0,1,2,1,2,2,0,9.043193297635534
26,4.5,5,2,1,1,2,0,1,3.0590935551867853
31,4.1,0,3,2,0,0,0,2,9.04302772134966
39,4.2,3,0,0,3,1,0,1,1.4639719346141369
31,4.6,5,2,2,0,0,0,1,6.21947271557888
34,4.9,0,0,1,0,1,0,1,13.37572994650345
23,4.7,0,3,0,1,1,0,1,9.042544208951528
20,4.8,0,2,1,3,2,0,1,2.9761321419028017
24,4.6,3,1,1,3,2,0,1,4.664642748896427
32,4.3,3,3,1,1,1,0,1,13.805820740696161
21,4.6,3,3,0,3,1,0,1,16.797998791306554
39,4.0,0,3,1,3,1,0,2,19.939859774062796
21,4.5,0,3,0,2,1,0,1,7.589193023256987
26,4.6,1,0,0,2,1,0,1,10.41513064614557
39,4.9,2,0,0,1,1,0,0,10.883809439830864
23,4.0,2,0,0,2,1,0,0,4.648491109478169
24,4.6,2,0,2,3,2,0,1,4.648672166373577
23,4.0,0,2,2,0,2,0,1,5.984497215152862
36,4.4,0,0,2,2,1,0,0,13.565053945838057
27,4.3,1,3,2,1,1,2,1,16.79174975722801
24,4.6,5,2,0,1,1,0,1,6.197822797658339
25,4.0,0,3,1,1,2,0,1,12.39246562577745
32,4.2,2,1,0,3,1,0,1,12.438508883723852
21,4.7,0,3,0,0,1,0,1,10.574953229197801
28,4.2,1,3,1,2,2,0,1,12.552275755914396
29,4.1,4,3,0,0,1,0,3,9.177287951626738
24,4.2,1,3,2,2,2,0,0,4.463998184431634
39,4.9,3,3,1,0,2,0,1,4.581418791918972
31,4.3,1,3,1,0,1,0,1,4.582113704313907
32,4.5,3,0,2,1,2,0,0,1.5073380516053525
33,4.9,1,1,1,1,1,0,1,6.229800903682424
29,4.7,3,1,2,2,2,2,1,13.593979183831362
35,4.7,3,3,1,0,1,2,1,7.670252503433443
32,4.9,1,0,1,2,2,0,0,1.5690347154047222
27,4.7,2,1,1,3,1,2,1,4.459739764075748
30,4.5,4,1,1,1,2,0,1,17.063437110679263
27,4.5,1,3,1,0,1,0,0,9.295709283635105
30,4.6,0,3,0,1,1,0,0,8.927789411306131
24,4.6,3,3,1,3,1,0,0,19.591218729842222
25,4.7,3,1,1,2,2,0,1,10.983241696284242
26,5.0,0,2,1,2,1,0,1,6.106164949890593
35,4.0,0,3,1,3,1,0,2,10.983241696284242
35,4.8,5,0,2,3,2,0,1,1.5549518594052953
22,4.9,3,1,0,3,1,0,1,17.103104604488404
36,3.6,5,1,1,0,1,0,1,20.141430602265977
20,4.5,5,2,1,1,2,2,1,6.276138627413788
27,4.5,1,3,0,2,1,0,3,19.857020268325215
25,4.7,2,0,1,1,2,0,1,1.5690347154047222
33,4.6,2,0,1,1,2,0,0,1.5690347154047222
22,3.9,4,2,0,1,1,0,1,3.01454444374032
30,4.2,2,3,1,0,2,0,1,4.554000954817531
33,4.9,0,3,2,1,2,0,1,16.69539736717666
36,4.4,3,2,0,1,1,0,1,6.106164949890593
24,4.6,3,1,2,3,1,0,1,12.395324662563901
27,4.7,2,0,2,2,1,0,0,12.439739377179803
39,5.0,2,3,1,2,2,2,0,7.6354430632058685
20,4.7,0,3,0,0,1,2,1,16.365355795019745
39,4.1,3,0,0,3,1,0,2,3.035910946212622
22,4.9,0,0,2,3,2,0,0,3.0543219597053017
29,4.8,1,0,1,1,2,0,0,10.624490627783038
26,4.6,4,2,1,0,1,0,0,6.071418934387288
35,4.9,0,1,0,3,1,2,0,9.295646535921835
30,4.1,4,3,0,2,1,0,1,12.14306863645734
23,4.2,0,3,1,0,2,0,2,4.52174590354566
23,4.6,1,0,1,2,1,2,1,3.0682457244058714
31,4.9,2,3,0,0,1,1,1,7.6701455587956096
21,5.0,3,0,1,1,1,0,0,3.0139588709850593
25,4.6,1,0,0,3,1,2,1,1.529598495160872
37,5.0,4,0,0,0,1,0,0,4.602269468816156
37,4.6,0,3,2,1,2,0,1,14.121309628180253
35,4.6,2,1,2,3,1,0,1,7.633616445147523
37,4.6,0,3,0,3,1,0,1,12.27013530437996
20,4.9,2,3,2,2,1,2,0,7.5891604266051464
28,4.8,2,3,2,2,0,0,1,13.747942635381355
33,4.7,4,3,0,0,1,0,1,12.410873388860479
22,4.9,1,1,2,0,2,0,0,8.932469105184442
29,4.9,0,0,1,0,2,2,0,4.5208616651671925
22,4.8,0,0,2,3,0,0,1,1.5497167302535413
23,4.8,5,0,2,0,2,0,0,4.534177601970298
27,4.4,0,3,2,1,2,0,2,10.549588224835514
33,5.0,4,0,0,0,1,0,0,7.43965135385974
38,4.8,0,3,1,3,1,0,2,13.747935433701342
20,4.5,1,3,0,1,1,0,1,4.581785718136916
36,4.8,2,0,2,1,2,0,1,1.54958711395227
25,4.2,4,2,0,1,1,0,3,6.219432687838829
38,4.8,1,2,1,3,2,0,1,3.0591180307605854
30,4.2,5,0,0,1,1,2,2,7.336924519767817
32,4.9,3,3,2,3,2,0,1,19.44693754245949
30,4.2,3,3,0,1,1,1,1,10.245901134910868
26,4.6,0,0,2,1,2,2,1,8.782857063235296
26,4.8,4,3,1,2,2,0,0,4.648820561454665
25,4.9,2,3,1,0,1,0,1,10.246167486355567
25,4.7,3,1,1,3,1,2,1,9.074511964797063
20,4.9,3,1,0,3,1,0,0,6.136051067123195
23,4.0,1,3,2,1,2,0,1,10.737961830000032
35,4.7,5,1,0,2,1,0,1,7.756699817829407
36,4.8,4,3,0,1,1,2,1,7.4403836367760015
22,4.7,2,0,0,1,1,0,1,12.21662973029514
25,4.6,0,3,0,0,1,2,1,14.121309628180253
22,4.9,1,1,0,3,1,0,1,4.601882860109106
26,4.7,4,1,0,1,1,0,1,12.459053421649417
27,4.8,0,0,1,3,1,0,0,12.438529701270445
20,5.0,0,0,1,1,1,0,1,12.410114380262947
20,4.9,5,1,0,0,1,2,1,13.591356859732981
29,4.6,3,1,1,1,2,0,1,12.3962386715408
32,4.3,2,3,0,2,1,0,1,16.760394985614123
33,4.9,3,1,0,2,1,0,0,4.672168119244043
38,4.4,2,2,1,3,2,0,1,6.198689098998072
35,4.4,2,3,0,2,1,0,1,7.562215964137628
27,5.0,0,1,0,1,1,0,0,7.439438614141478
33,4.5,3,1,1,2,1,2,1,12.552275755914396
37,4.2,1,1,1,0,2,0,1,10.572375983787351
32,4.8,3,1,2,1,2,0,0,6839.552582379816
30,5.0,4,3,0,1,1,0,0,4.707104052532131
28,4.6,1,1,2,1,2,0,1,19.644883781591204
26,4.9,0,0,2,2,0,2,1,1.5690347154047222
22,4.8,3,0,2,1,2,2,0,1.5297261615219055
23,4.6,1,1,2,3,2,0,1,12.082261071804195
30,4.8,3,1,2,0,2,0,1,7.534513856473747
21,4.8,3,1,1,2,2,0,1,7.637970360616425
23,4.6,1,1,2,1,2,0,1,16.796560564484654
34,4.9,4,3,1,1,1,0,0,4.671944272517227
35,4.7,4,1,0,2,1,2,1,10.884116941798958
21,4.9,2,3,2,0,0,2,0,12.410784184036801
29,4.6,2,0,2,0,0,0,1,4.654006561672502
36,4.8,1,3,1,3,1,0,0,9.142719667827842
30,4.0,5,3,0,1,1,0,3,10.415979862923049
33,5.0,3,0,1,1,2,2,1,10.883802871295954
20,5.0,4,1,0,3,1,0,1,10.415215106220083
23,4.8,3,1,0,1,1,0,0,4.707104052532131
36,4.5,2,0,2,1,1,0,1,3.053575446751881
30,4.3,5,1,1,1,1,0,1,13.390532026352956
33,4.7,0,0,0,0,1,0,1,7.748287203509704
20,4.9,2,3,0,2,1,0,1,9.17685446997573
23,4.7,3,0,0,2,1,0,1,10.666299688229628
39,4.8,3,0,1,0,1,2,0,9.29607684465195
31,4.7,1,3,0,3,1,0,0,19.446890625705674
31,4.9,5,3,2,0,0,0,1,9.307823950991347
22,4.7,1,3,2,3,1,0,1,7.535714912807709
34,4.1,5,3,0,0,1,0,1,16.611241863997247
39,4.9,5,0,1,0,2,0,1,1.5690347154047222
23,4.5,1,0,0,0,1,0,0,1.5073380516053525
29,4.6,5,2,0,1,1,0,1,3.0982969038720354
29,4.6,1,2,0,3,1,0,1,6.108657243547513
39,4.1,0,1,0,1,1,0,1,6.197029528170028
21,4.8,3,1,1,0,2,0,1,10.901202627409724
23,4.6,1,0,2,1,2,2,1,13.742847929406649
30,4.3,2,3,1,3,1,0,1,9.142743270711675
36,4.8,1,1,1,3,2,0,1,10.845823925902426
39,4.6,0,0,1,3,2,0,1,12.395166302654383
33,4.6,0,3,0,3,1,0,1,9.307823950991347
32,4.7,4,3,0,3,1,0,0,7.6699654332761495
38,4.8,3,0,1,1,2,0,0,13.942286436722357
31,4.9,1,1,1,0,1,0,1,5.945213251162566
32,3.7,3,1,2,0,2,0,2,20.141420461759367
21,4.8,2,0,2,3,2,2,0,13.993239375923967
29,5.0,3,0,1,2,2,0,1,4.672187453896003
27,4.3,0,1,1,1,2,0,0,17.1031018274761
25,4.8,0,0,0,1,1,0,1,3.0358329337402403
34,4.8,3,0,1,0,2,0,1,1.5271543706841988
33,4.7,1,1,1,2,2,0,0,12.271693017352293
30,4.8,1,3,1,1,2,0,1,13.743515685221775
38,4.7,2,0,1,2,2,2,1,10.586758847813408
25,4.1,0,3,2,0,2,0,1,13.764608571582343
24,4.6,1,0,2,0,1,0,1,3.0209280244263237
23,4.7,3,1,0,0,1,0,2,10.572375983787351
37,4.6,2,0,1,3,2,2,0,7.747184339020533
35,4.9,2,0,0,3,1,2,1,20.48867811756318
37,4.7,4,1,0,0,1,2,1,19.632051250802267
30,4.8,3,3,1,0,2,0,1,12.27155275672665
39,4.7,0,0,0,3,1,0,1,7.536105682491125
22,5.0,5,2,2,2,0,2,0,6.198355147984955
30,4.9,4,3,1,1,1,0,1,9.204105757163974
25,5.0,1,2,2,0,0,0,1,1.5340125223641272
26,4.9,2,3,2,0,2,0,0,16.62240274649067
32,4.6,5,1,0,0,1,0,1,10.571705517772294
24,4.7,2,1,0,1,1,0,1,4.671840523745325
23,4.6,0,3,1,2,2,0,0,4.571559229429509
39,4.1,3,1,0,1,1,0,1,20.141124436630037
34,3.4,4,0,0,1,1,0,1,17.06510060953055
26,4.6,1,0,0,3,1,0,1,16.760389472658115
38,4.7,4,2,2,3,2,0,1,6.164351741892968
38,3.9,1,0,2,3,1,0,1,10.983241696284242
21,5.0,1,0,2,2,2,2,1,12.271760427740944
27,4.6,0,3,0,0,1,0,1,9.162403230196174
39,4.9,2,1,1,2,1,0,1,4.654333043905785
37,4.8,3,0,1,2,2,0,1,4.664612741262876
37,4.9,0,1,0,2,1,0,1,20.141516380852213
32,4.9,3,1,2,2,1,0,1,4.707104052532131
23,4.6,1,0,0,2,1,0,1,1.5297939730761831
36,4.5,1,3,0,1,1,1,0,17.042984733537466
36,4.7,1,3,0,0,1,2,1,13.740737825926681
33,4.6,0,3,1,2,2,2,1,7.562182477576536
21,4.9,3,3,0,1,1,0,1,13.591519386308438
33,4.7,1,2,0,2,1,0,2,6.136195129563874
25,4.6,1,1,0,1,1,0,1,7.648215327844155
36,5.0,0,1,2,0,2,0,1,12.22056386576591
39,4.8,5,1,2,1,2,0,0,10.54796136573478
36,3.3,4,0,0,2,1,0,2,12.41043231825001
30,4.7,0,2,0,0,1,2,0,6.276138627413788
23,4.9,2,1,2,0,2,0,1,19.58824065849606
36,4.1,3,0,0,1,1,0,0,9.308114420769895
25,4.7,1,2,1,2,1,0,1,6.197901026723876
27,4.5,0,3,0,1,1,2,1,7.589156442701957
24,4.1,2,0,0,0,1,0,1,3.0146251453626203
31,4.6,2,0,1,2,1,0,1,1.5280012878807168
37,4.8,0,2,1,0,1,0,1,1.5272284258837883
33,4.4,0,1,1,1,1,0,2,10.884151085917082
26,4.6,4,3,0,3,1,0,0,12.395333516408236
35,4.8,0,3,1,3,1,0,1,11.90326041853209
34,5.0,0,3,0,3,1,0,1,12.232641618890506
33,5.0,5,0,2,1,1,0,1,7.440272198875592
31,4.0,3,1,0,3,1,0,1,19.853047926026434
29,4.9,1,0,2,1,2,0,0,3.053432734114789
36,4.8,1,2,0,1,1,0,1,5.9518321918394275
25,4.9,2,3,1,3,2,0,1,9.414207472710384
30,5.0,4,0,0,1,1,0,1,4.52214357884438
37,4.1,3,1,0,0,1,0,1,13.962233538599422
31,4.3,3,3,2,2,2,0,1,16.577912108155235
31,4.9,1,3,0,2,1,0,1,12.236050766443851
36,4.8,3,0,1,1,2,0,0,8.928288457014252
32,4.1,0,1,2,2,2,2,1,10.859243692618957
39,4.4,3,1,2,3,1,2,0,6.106164949890593
25,4.7,5,3,2,1,2,2,1,4.64748974971679
30,4.4,1,0,1,2,1,0,2,12.1426704162829
36,4.6,3,3,0,0,1,0,1,16.82479191121949
26,4.9,4,0,1,3,2,0,1,4.533890783502033
23,4.6,5,3,0,2,1,2,1,12.098893522085291
21,4.6,2,1,2,2,2,0,1,10.550310831725481
32,4.9,1,0,2,0,2,0,1,7.774224002698608
21,4.6,2,3,2,3,2,0,0,17.040241344664327
38,4.6,0,1,2,2,1,2,1,6.1093995971008495
36,4.0,3,3,2,3,1,0,0,7.670211891676027
37,4.9,1,0,0,3,1,0,1,1.5104570964085187
33,4.7,4,1,1,3,1,0,1,10.413406275388782
34,4.6,5,0,1,0,2,0,1,2.9277186718991364
38,4.0,3,1,1,0,2,0,0,5.869665242056759
24,4.8,1,2,0,0,1,0,1,1.541310219941434
34,4.6,3,0,1,1,1,0,0,20.211791494904002
33,4.3,0,3,2,1,0,0,0,19.807051103193682
39,4.2,5,1,2,0,2,0,0,16.790293751513897
37,5.0,3,3,0,1,1,0,1,4.5715756179938145
38,4.6,3,0,2,3,0,2,0,9.294705791241629
33,4.9,0,3,1,3,2,0,1,10.843721893347185
23,4.8,5,1,2,1,1,0,0,9.074464682010152
35,4.8,0,3,2,0,1,0,1,13.993853622294157
39,4.6,0,3,1,0,2,0,1,7.746455707766812
32,4.9,4,1,0,3,1,0,1,17.042819330583384
35,5.0,2,1,0,1,1,0,1,4.553856650533593
37,4.5,1,1,2,0,0,2,0,6.071667504672453
24,4.9,0,0,0,1,1,0,1,13.764608571582343
38,4.5,5,0,2,1,0,0,0,1.5105048384811501
38,4.8,4,0,2,3,0,0,1,1.5410345861545711
23,4.9,2,2,2,0,2,2,1,6.1362806627149435
36,3.8,2,1,1,1,1,0,2,10.738078032534391
21,4.8,5,3,2,1,2,2,0,10.415259881975237
38,4.8,1,3,0,1,1,2,1,9.107220024938373
37,3.5,5,3,2,3,1,0,1,20.39744277518833
23,4.9,0,1,2,0,2,0,1,12.410450496479083
