Delivery_person_Age,Delivery_person_Ratings,label_Weatherconditions,label_Road_traffic_density,Vehicle_condition,label_Type_of_order,label_Type_of_vehicle,label_City,multiple_deliveries,Geo_distance
37,4.6,1,0,0,0,1,2,2,12.189899417672075
24,5.0,1,0,0,1,1,0,1,1.5496181081278617
25,4.2,3,3,0,2,1,0,1,16.87292741872069
32,4.6,3,0,2,1,1,0,1,1.5072188473775159
34,4.7,2,0,1,1,2,0,0,6019.211230800504
38,4.9,0,0,2,1,2,2,1,3.0207066398204954
36,4.8,4,1,2,0,0,0,0,13.391515800863722
29,5.0,4,0,0,1,1,0,0,7.756832982430433
36,4.7,2,0,2,1,0,0,0,13.750484667228228
33,4.7,1,0,0,3,1,0,0,7.774259486970199
36,4.4,0,2,2,2,2,0,1,6.2054267911859675
21,4.8,5,0,0,3,1,0,0,16.824024800777703
25,4.8,0,0,1,3,2,2,1,4.601882860109106
23,4.8,5,0,0,2,1,0,0,19.846613904419858
25,4.6,3,0,2,3,1,2,1,1.5549023823647297
24,4.3,2,0,0,2,1,2,0,3.020916215301368
27,4.6,2,3,0,0,1,0,1,13.944427583887085
23,4.8,0,0,2,3,2,2,1,16.80256330471995
21,4.3,1,3,1,1,2,0,0,20.16747676677092
27,4.7,2,0,2,3,2,2,0,3.0359027903496822
32,4.2,0,3,1,3,1,0,1,20.212460530271784
25,4.6,4,0,0,1,1,0,1,16.695279587363153
39,4.7,0,0,1,2,2,0,0,2.980982302644845
27,4.6,4,0,0,3,1,0,1,12.14251877438058
39,3.8,5,3,1,1,1,0,0,16.793999796074814
31,4.8,2,0,1,3,2,0,0,7.747259356564115
31,4.8,4,0,2,0,0,0,0,9.04302772134966
36,4.9,0,1,0,1,1,2,1,12.056953151951015
20,4.9,2,0,0,2,1,0,1,13.561204009757175
24,4.6,0,3,0,1,1,0,0,4.464417671579878
39,4.2,1,1,1,3,2,0,0,16.610672955997156
37,4.8,4,2,2,2,2,0,0,6.219419664894865
32,4.9,2,1,2,1,1,0,1,6.19680534366793
22,4.5,2,0,1,1,2,0,1,7.4519201744257
23,4.9,5,0,1,2,2,0,0,20.212460530271784
33,4.7,1,3,1,3,2,0,1,16.577488524535223
27,4.6,4,0,0,1,1,0,1,12.396712257294642
34,4.7,4,2,2,3,2,0,0,6.108440050157439
26,5.0,1,0,2,2,2,2,1,1.5180601842214017
31,4.6,0,3,0,3,1,0,0,9.0744717731442
32,4.9,1,0,2,3,1,0,0,3.0592417522807835
27,4.7,0,0,1,0,1,0,0,3.020731790895242
21,4.9,5,1,0,1,1,0,2,13.945658037651098
24,4.9,1,1,1,2,2,2,1,6.276138627413788
33,4.4,2,0,0,3,1,0,1,1.5341291142656948
20,4.6,1,3,0,0,1,0,0,13.945629461520687
31,4.3,5,0,0,3,1,0,1,9.32931954189402
36,5.0,1,3,1,3,1,0,1,10.586720360323753
31,4.2,2,3,0,2,1,0,1,17.042634005429182
39,4.1,3,3,1,2,2,0,1,9.20451275105084
29,4.6,2,2,1,3,2,2,0,6.0714137610243695
37,4.9,1,1,0,0,1,0,1,4.664602978341938
33,4.7,0,2,0,3,1,2,0,6.276138627413788
31,3.9,0,0,1,0,2,0,1,10.69100092566136
37,4.6,5,2,0,1,1,2,1,6.276138627413788
24,4.6,3,1,0,3,1,0,0,17.10252275797518
23,4.8,5,0,1,0,2,0,1,3.138069407388937
36,4.9,5,0,1,0,2,0,1,1.5690347154047222
39,4.8,0,2,0,3,1,0,1,6.205591081602371
20,4.7,2,1,0,1,1,0,1,12.438452034187964
20,5.0,0,3,0,2,1,2,1,20.166286848244525
29,4.3,2,0,0,0,1,0,0,9.067759514407921
36,4.8,1,1,2,1,1,2,1,17.103104604488404
36,4.0,4,3,0,2,1,0,3,13.611105169020725
22,4.8,5,0,1,1,2,0,1,12.056968418188378
38,4.4,5,1,0,0,1,0,1,10.704957546119868
39,4.9,1,3,0,0,1,0,0,7.5891604266051464
24,4.9,3,1,1,3,2,0,1,7.551948584727068
30,4.1,1,0,0,3,1,0,0,10.983241696284242
35,4.8,1,1,0,2,1,0,3,13.8048731994065
33,4.5,3,0,2,1,0,0,1,13.941657178556085
39,4.7,5,1,1,3,1,2,1,10.900635211617388
31,4.3,5,3,1,1,1,0,0,12.099040609550995
37,4.5,5,0,2,1,2,0,0,1.5495096221395899
37,4.7,5,0,1,0,2,0,1,4.654256824131883
33,5.0,5,2,1,2,1,0,1,1.5269331229167933
24,4.6,3,0,2,2,2,2,1,9.414207472710384
33,4.5,4,3,1,3,2,0,0,11.902924672838564
39,4.7,1,1,2,2,1,0,1,10.47279774286206
37,4.6,0,1,1,3,1,0,1,13.563852221699795
25,4.9,2,0,2,2,2,0,1,7.6696078159334125
28,4.8,1,1,1,0,2,2,1,9.177365744557306
38,4.7,5,2,2,0,1,0,1,6.205474967025108
31,4.6,5,1,0,2,1,0,0,9.308258482124039
25,4.8,0,3,2,3,1,0,1,9.164099415262326
35,4.9,1,3,0,1,1,0,3,10.858950700039014
39,4.7,1,3,0,0,1,0,1,10.550295445173377
38,3.9,3,3,1,2,1,0,0,12.082423061296744
35,4.7,1,3,1,1,1,0,1,4.647989333607506
29,4.7,2,0,1,3,1,0,1,2.9777179937144274
27,4.6,3,3,1,3,2,0,0,4.554150979429106
38,4.3,2,3,0,2,1,1,1,13.962004343954739
36,4.9,5,0,2,0,1,0,0,10.625702124383546
26,4.1,1,3,2,2,1,0,1,13.41246037752413
36,4.9,4,1,1,1,1,0,0,9.30866211935528
21,4.7,4,0,0,2,1,0,1,1.4880598281966515
35,4.7,4,3,2,2,0,0,1,12.39395555693745
20,4.5,1,2,2,2,1,0,1,6.205452508878913
23,4.6,1,3,0,3,1,0,2,13.764250249667594
37,5.0,4,3,0,0,1,0,0,9.066849655818128
26,4.8,2,3,0,3,1,0,1,9.297076456518699
26,4.9,3,1,1,3,1,0,0,16.61263581820452
29,4.8,0,3,0,2,1,0,1,9.177225998300313
29,4.7,2,0,2,3,1,0,0,3.0139588709850593
21,4.9,5,1,1,2,2,0,1,4.391724962431041
22,4.3,3,0,0,2,1,0,1,3.1028522086456105
31,4.0,1,1,1,3,1,0,2,11.902753837483976
36,4.8,1,1,0,3,1,0,1,10.846831683111873
32,4.7,5,0,2,0,0,0,0,1.5513238067891462
25,5.0,5,1,1,1,1,0,0,9.294705791241629
27,4.5,5,1,2,1,2,0,1,6.136227883481779
32,4.1,2,1,0,0,1,0,1,10.84588996690038
23,4.7,1,1,1,1,1,2,1,6.197038931411321
39,4.4,4,1,0,2,1,0,1,20.141124436630037
20,4.8,1,3,1,3,1,0,1,9.414207472710384
29,4.6,3,3,1,2,2,0,1,4.488577625713805
26,4.9,3,0,2,2,2,0,1,20.827572697496162
25,5.0,3,0,1,2,1,0,1,1.5573379636752027
34,4.7,5,1,1,3,1,0,1,6.1983397369141935
31,4.9,4,2,0,3,1,0,0,6.1637986891740075
24,4.7,1,3,0,3,1,0,1,20.39744277518833
30,4.9,0,1,2,2,1,0,0,13.805626960612091
36,4.8,2,1,0,0,1,0,1,19.351082464681625
26,4.7,0,3,0,2,1,0,1,20.827407215133082
20,4.8,3,1,2,1,2,0,1,4.707104052532131
33,4.7,1,1,2,0,0,2,1,7.747301749382051
34,4.0,5,3,0,3,1,0,2,13.743748712643285
36,4.6,5,0,0,0,1,0,1,12.271931674508645
33,4.6,1,0,1,0,1,0,1,2.9810670001645097
22,4.8,2,0,1,1,1,0,1,16.760840661942968
38,4.7,4,0,2,1,2,0,1,1.529404811880711
27,4.9,1,0,2,1,2,0,0,12.396903135321507
32,4.8,4,3,2,2,2,0,1,10.43231016908222
26,4.8,0,3,0,3,1,0,1,12.396259636750276
29,4.5,5,0,0,1,1,2,0,19.63077725461477
31,4.5,4,3,0,0,1,2,0,12.43875210831113
28,4.6,3,2,2,1,1,0,0,6.135383422532994
21,4.8,4,1,1,0,1,0,1,8.918886685100235
30,4.9,5,0,1,1,1,0,1,12.552275755914396
29,4.7,0,1,2,0,1,2,1,5.984484703058727
20,4.8,4,2,1,3,1,0,0,1.5271543706841988
28,5.0,5,0,0,3,1,2,0,13.713493498525082
25,4.7,2,0,0,2,1,0,1,10.687630840937478
38,4.8,3,0,1,0,1,0,1,3.098689497995881
39,4.9,3,0,1,1,1,0,1,4.60191950861356
26,4.9,5,1,1,3,2,0,0,9.107880591147302
33,4.4,5,3,1,2,1,2,0,10.883781468541267
24,4.6,2,1,0,3,1,2,1,9.074511964797063
24,4.9,1,1,0,0,1,0,1,6.2195799756053045
33,4.5,3,0,2,0,2,0,0,13.591743492035286
35,4.2,5,3,1,1,1,0,1,13.59160829724938
27,4.2,3,3,0,0,1,0,1,13.740852946327324
29,4.5,4,1,0,3,1,0,0,4.648411816939903
34,4.7,1,0,1,0,2,0,1,19.321445595985512
20,4.7,0,2,2,2,2,0,1,2.9809448604628397
29,4.8,4,2,1,1,1,0,1,6.049870868802052
22,4.9,3,1,2,3,2,0,0,9.074580779980996
35,4.9,0,3,0,0,1,0,2,10.405169702130612
32,4.4,2,3,0,1,1,0,3,17.12927552767304
28,4.9,4,3,2,3,1,0,1,16.10037667090069
30,4.7,1,0,1,2,2,0,0,20.212363674870236
22,4.7,3,3,2,3,2,2,0,17.042634005429182
36,4.7,1,1,0,0,1,0,1,7.774458242271917
23,4.8,5,3,0,3,1,0,1,19.731429221614068
29,4.5,2,0,2,2,1,0,1,19.807161975395392
34,4.9,2,3,0,0,1,2,3,17.04198395713103
38,4.1,3,2,0,0,1,0,1,1.5496365009025235
35,5.0,1,1,0,3,1,0,1,10.983241696284242
38,4.7,0,3,2,1,2,0,1,9.414207472710384
32,4.3,0,1,1,2,2,0,2,10.271454968581779
20,4.5,5,3,2,0,1,0,1,10.84588996690038
25,4.9,1,3,0,0,1,0,2,12.393263757604263
32,4.7,2,3,2,2,2,0,1,6018.501935110026
39,4.1,0,3,1,1,1,0,2,20.39744277518833
31,4.4,3,3,0,0,1,2,1,16.635381027246588
37,4.5,1,0,0,0,1,2,1,7.589543265875354
36,4.9,0,1,2,3,0,0,1,13.172727967925633
37,3.8,2,3,1,3,1,0,1,20.8325750761678
37,4.4,2,3,0,1,1,0,1,11.891277192207232
35,4.9,1,1,2,2,0,0,0,4.464163123690884
22,4.8,2,3,1,3,2,2,1,13.390793718689235
28,4.8,1,0,0,0,1,0,1,3.068202713082747
39,4.0,3,1,0,1,1,0,0,20.166286848244525
29,4.5,5,0,1,3,2,2,0,12.395256759155643
39,4.6,2,2,2,1,1,0,1,3.0986894561589557
25,4.9,2,3,2,3,0,2,0,20.166027529984312
34,5.0,0,1,2,3,0,2,0,4.664610877378366
22,4.8,4,0,1,1,1,0,1,3.099243404030397
27,5.0,5,3,0,0,1,0,1,10.431932813898785
28,4.5,4,1,0,1,1,2,1,10.692860419649529
32,5.0,3,1,2,1,2,0,1,4.664846958989862
27,4.6,4,1,0,3,1,0,0,10.737675922445108
35,3.9,5,3,1,3,1,0,2,12.216036309455992
22,4.6,5,0,1,0,1,0,1,4.654346370087346
35,4.7,4,3,2,1,0,0,1,4.707104052532131
30,4.6,0,0,0,0,1,2,0,1.5125517325861146
39,4.8,1,2,2,1,2,2,1,3.102782976271218
33,4.8,2,1,2,2,1,0,1,9.203603646445394
20,4.7,2,1,2,3,2,2,1,12.235732851646777
20,4.7,1,1,2,0,1,2,0,4.707104052532131
34,4.2,5,0,0,3,1,2,0,9.30832533364487
37,4.3,3,2,2,2,2,0,1,2.9767694453815867
20,4.8,0,0,1,3,1,2,1,1.5276791467890163
33,4.9,5,0,1,1,1,0,1,7.5897674326727005
21,5.0,1,1,1,1,1,0,1,19.632314732102273
33,4.6,1,1,0,2,1,0,2,10.586671192788684
24,4.6,5,1,2,3,0,2,0,12.395136598591078
36,4.7,2,2,2,2,2,0,2,3.138069407388937
30,4.6,4,1,0,0,1,0,1,4.5811966822179055
32,4.9,2,0,1,0,2,0,1,13.805477310461844
28,4.6,3,3,2,1,0,0,0,19.9405019169733
21,4.7,5,3,2,1,2,0,1,19.351082464681625
39,4.9,1,2,0,1,1,0,1,3.047712417465363
32,4.7,0,0,0,1,1,0,0,3.0986894561589557
20,4.5,2,3,1,0,2,2,1,9.163186792917154
36,5.0,1,0,2,2,2,2,1,1.4884133108381385
28,4.8,4,0,1,0,2,2,1,3.099238091226209
32,4.5,1,3,0,0,1,0,1,7.648136370477106
39,4.4,0,3,1,1,2,0,1,17.042634005429182
30,4.7,5,0,0,1,1,0,1,16.695410883026362
32,4.4,2,1,0,1,1,0,1,6.117941643988992
23,4.6,5,3,0,3,1,0,1,13.591068802313822
31,4.2,5,1,2,2,0,0,1,9.061127494751885
37,4.6,3,2,2,0,0,2,1,3.05382337868605
20,4.5,2,3,0,1,1,0,1,7.590017577593779
28,4.5,2,0,0,3,1,0,1,1.4881912567305338
22,4.9,0,0,1,3,1,0,0,1.5514770796415487
20,4.7,0,1,1,0,1,2,1,9.203411138984023
34,4.8,5,0,1,0,2,0,1,19.591218729842222
38,4.8,5,2,1,3,2,0,1,6.197038931411321
32,4.5,0,2,2,0,1,0,1,6.0277133346279195
34,4.9,4,0,2,3,2,0,1,16.824526128937705
33,3.9,5,1,2,2,0,0,1,13.592749450063229
34,4.5,5,0,1,2,1,0,1,3.020731790895242
32,4.6,3,3,2,2,1,0,1,4.707104052532131
34,4.7,4,3,0,1,1,0,1,7.757008674701061
26,4.6,0,3,1,0,2,0,0,10.624868125959805
31,4.0,0,0,0,1,1,0,1,12.396203377424797
39,4.8,4,2,0,1,1,0,1,6.071710271577742
27,4.8,4,0,1,2,1,0,0,1.5690347154047222
32,5.0,0,3,2,0,2,2,1,7.669768196606531
32,4.5,3,1,0,2,1,0,1,7.556893369945814
39,4.1,4,1,0,3,1,0,1,10.549588224835514
36,4.8,3,0,2,2,0,0,0,1.529710385539973
37,4.1,5,1,0,0,1,0,1,4.64796321502366
37,4.8,1,3,1,2,2,0,1,9.04126320780773
38,3.7,3,3,1,2,1,0,1,16.824526128937705
28,4.7,3,2,2,1,2,0,1,3.0139588709850593
34,3.8,3,1,1,2,2,0,0,16.823323902377677
32,4.9,0,0,1,0,1,0,1,17.041308859939207
22,4.7,5,0,1,0,1,2,0,8.927154262343281
31,4.0,5,1,0,1,1,0,3,13.600349442388593
27,4.0,2,1,0,2,1,0,1,12.409793910752205
29,4.9,5,3,1,1,2,0,0,17.10252778809447
38,4.8,2,3,0,2,1,0,3,9.329243652133542
35,4.8,0,3,2,3,1,0,2,7.590021438430087
31,4.9,4,3,0,2,1,0,0,4.6484737812260795
30,4.3,5,1,1,1,2,0,2,13.942528825315236
24,4.9,1,1,1,3,1,2,0,9.414207472710384
33,4.8,3,0,2,1,1,2,0,13.805596388487299
29,4.6,2,0,0,2,1,0,0,10.269518706782643
38,4.6,3,2,2,3,2,0,1,6.107510394065643
26,4.9,2,3,0,1,1,0,1,9.04326348406904
39,4.8,2,1,2,0,2,0,0,6.276138627413788
34,4.2,3,0,0,2,1,0,1,9.177365744557306
26,4.7,5,0,2,3,1,0,0,8.932469105184442
35,4.7,0,1,2,2,1,0,1,6.041720567259691
36,4.2,2,1,0,1,1,0,1,4.64840007277159
24,2.6,4,0,1,1,1,0,1,16.635381027246588
33,4.3,0,1,1,2,1,0,1,16.797998791306554
26,4.6,5,1,1,0,1,0,1,16.760461968233322
32,5.0,5,3,1,0,2,2,1,17.040675423590812
37,4.9,1,3,0,2,1,0,2,13.388148115267779
26,4.9,3,0,2,1,2,0,1,20.24338536883607
31,4.8,3,0,1,1,2,0,0,20.212199139843758
37,4.6,3,1,1,0,1,2,1,13.943264150201642
26,4.7,4,3,2,1,2,2,0,16.79920368367176
37,4.8,0,3,0,2,1,0,0,4.530955587840889
22,4.6,4,3,2,1,1,0,0,20.39744277518833
21,4.4,5,0,0,1,1,0,0,4.5538187948740685
22,4.0,2,0,0,3,1,2,1,1.549350970706572
38,4.5,5,0,1,2,1,2,1,1.5493596914282974
28,4.0,3,2,0,0,1,0,1,6.196473600483353
29,4.7,2,3,1,2,2,2,0,20.39744277518833
31,4.9,0,2,1,1,1,0,1,6.049912845948325
24,4.8,0,0,2,3,2,0,0,3.0358329337402403
33,4.8,5,1,1,0,1,0,1,6.276138627413788
26,4.9,2,3,0,3,1,0,1,13.76537967893881
20,4.7,0,3,1,3,2,0,1,7.7744964674610495
29,4.8,5,0,1,0,2,2,0,19.731617593978374
32,4.0,5,1,0,0,1,2,3,10.845954196990009
20,4.9,1,1,0,2,1,0,1,16.635194216784537
26,5.0,2,1,2,2,0,2,1,10.845731334066407
38,4.8,0,3,2,0,1,0,1,16.695143788849723
34,4.6,2,2,2,2,0,2,1,6.1650638169915855
27,4.5,3,0,1,3,1,0,0,2.976035478042477
29,5.0,5,3,1,1,1,0,1,10.577817770029753
24,4.9,5,3,2,1,1,2,1,19.73032946503108
21,4.9,0,0,1,0,1,0,0,1.5103782350769634
33,4.4,5,0,0,1,1,0,1,1.463953129912797
35,4.7,2,3,1,2,1,0,1,9.04307025837713
35,4.7,3,0,2,3,2,0,1,12.43875210831113
29,4.8,0,0,1,1,1,0,1,10.689377930173068
21,4.9,5,0,0,0,1,0,1,12.235136123611104
29,4.6,5,3,0,2,1,2,1,17.045251004667662
22,4.7,4,3,0,3,1,0,0,13.945658037651098
24,4.4,0,3,2,2,2,0,0,11.891353051258337
23,4.9,3,2,2,3,2,0,0,1.5513638984572686
33,4.1,2,1,0,1,1,0,1,12.439082968814082
35,4.6,5,1,2,2,2,0,1,16.872623278516077
21,4.7,5,1,1,0,2,0,0,4.664774212706808
39,4.4,1,0,0,2,1,0,2,13.942135995521298
34,4.8,5,0,2,1,2,0,1,7.745892925201073
29,4.9,0,2,0,1,1,2,1,6.071909216478056
20,4.7,1,0,1,0,2,0,0,3.054566519402013
20,4.8,2,0,0,1,1,2,0,10.983241696284242
30,4.7,4,0,1,1,1,0,0,9.04126320780773
37,4.7,1,3,2,0,2,0,1,19.070286182018464
26,5.0,4,1,0,1,1,0,1,16.8739423417276
32,4.9,0,1,0,2,1,2,3,12.552275755914396
21,4.7,1,0,2,1,2,0,0,13.764305929575334
35,4.8,2,0,2,3,2,0,0,3.099012302522494
39,4.6,2,1,2,0,1,2,0,4.5208616651671925
39,5.0,0,0,0,2,1,0,1,20.144000349550186
27,4.9,0,3,0,1,1,0,2,10.901551880749835
33,4.8,1,1,2,1,2,0,0,4.647779662813341
33,4.8,1,3,0,2,1,0,3,19.941385867885913
37,4.7,0,1,1,0,1,0,0,10.846831683111873
20,4.6,3,0,1,1,1,2,0,3.1098897249072968
20,4.6,4,3,2,0,1,2,1,12.552275755914396
31,4.2,0,3,1,1,2,2,1,10.706538178038926
27,4.6,4,2,2,0,0,0,0,3.1097802285192877
37,4.9,1,1,1,1,2,2,0,7.562213708875614
34,4.4,3,3,2,0,2,2,1,7.747638162695086
25,4.7,1,0,1,3,1,2,0,9.329036830172058
37,4.7,0,0,0,2,1,2,1,7.619031225164967
27,5.0,1,2,0,1,1,0,0,6.20541663672186
36,4.7,0,0,2,3,0,2,0,3.0681777018799767
20,4.9,0,2,1,1,1,0,1,1.5690347154047222
28,4.7,1,3,1,3,2,0,1,10.884116941798958
36,4.0,5,0,0,0,1,0,0,3.138069407388937
20,4.7,3,0,2,1,2,0,1,7.746557479642295
22,4.7,5,0,0,0,1,0,1,16.82479191121949
34,4.8,0,0,2,0,0,0,1,1.5179237301775088
25,4.8,5,1,1,1,2,0,0,16.635381027246588
38,5.0,2,3,1,2,2,0,1,7.619039773401199
34,3.5,5,1,2,3,1,0,1,11.903830116733703
24,4.9,5,3,1,1,1,0,0,16.635254743950217
33,4.6,5,3,0,3,1,2,2,13.563859616323219
21,4.6,3,2,1,3,2,2,1,3.022643333581187
25,4.6,3,1,0,1,1,0,0,9.067759514407921
23,4.9,5,2,0,0,1,0,1,6.049844084741427
34,4.9,3,0,1,3,1,0,1,7.319148821157133
25,4.7,1,1,2,3,2,0,1,10.738021146085408
28,4.9,2,0,2,1,0,0,0,13.464219589296533
34,3.7,3,3,1,0,2,0,1,16.823292316394692
24,4.5,3,0,1,2,2,0,1,16.362659803036674
38,4.6,2,3,1,0,2,0,1,9.16087857490925
32,4.8,4,1,1,0,1,0,0,13.204881259880436
28,5.0,2,1,0,0,1,0,0,13.71350478925863
29,4.5,1,1,0,1,1,0,1,13.390446111325598
28,4.8,2,3,2,1,0,0,0,20.138075496679953
39,4.8,5,3,1,1,1,0,1,7.7563347874179644
39,4.8,5,3,1,0,2,0,1,10.983241696284242
26,4.8,5,0,2,0,2,0,0,3.020916215301368
33,4.8,3,0,2,0,0,0,1,4.532421028606297
37,4.9,2,3,1,1,2,0,0,4.488533416821604
24,4.6,2,0,0,3,1,0,1,13.993853622294157
36,5.0,2,3,0,2,1,0,2,12.189959516932417
22,4.7,1,1,0,3,1,0,3,13.611044846525985
21,4.6,3,1,0,2,1,0,1,4.602448566244239
33,4.7,1,0,2,1,2,0,1,3.0990100939449827
27,4.1,3,0,0,1,1,0,0,3.0145482561366026
30,4.2,0,3,1,0,1,0,1,10.624920975782034
22,4.8,4,1,0,0,1,0,0,12.552275755914396
20,4.9,3,1,1,1,2,2,1,10.884116941798958
31,4.4,2,3,0,0,1,0,1,10.846021334892523
36,4.6,1,1,2,1,2,0,1,4.554153294969161
39,4.9,5,3,0,3,1,2,2,11.903830116733703
32,4.7,1,0,0,2,1,0,1,16.873347387885726
23,4.2,5,1,0,1,1,0,0,10.983241696284242
30,3.8,5,3,2,0,2,0,1,12.142706560602194
26,4.7,5,0,2,2,2,2,0,3.0205869101906617
21,4.9,3,2,2,0,1,2,0,1.51806015615622
23,4.6,3,1,2,1,2,0,1,4.664796466064794
22,4.9,2,2,1,2,1,0,1,3.0358006157563437
39,4.5,0,1,2,1,1,0,1,4.554040165844703
32,4.1,3,3,1,1,2,0,1,7.7456765241019445
25,4.7,3,3,1,1,1,0,0,16.369614602872474
30,5.0,1,2,1,3,1,0,1,6.071959917196076
25,4.8,1,1,2,1,2,0,0,20.142712566170676
26,4.7,3,0,2,3,2,0,0,13.993521097863649
30,4.6,5,2,2,3,1,2,1,6.219456753001566
31,4.3,5,0,0,1,1,0,1,2.9731931859467973
33,4.8,4,0,1,0,1,0,0,12.08243817971067
20,5.0,4,0,1,1,2,0,0,9.162088233924923
36,4.3,5,3,1,2,2,2,1,20.166055388214634
20,4.9,2,1,0,3,1,0,1,13.766113704102933
38,4.1,2,3,2,3,2,0,2,14.121309628180253
37,4.7,0,3,0,2,1,0,0,9.074436846460618
28,5.0,1,3,2,0,2,0,2,16.365888153130857
39,3.5,0,0,2,2,1,2,0,12.395256759155643
31,4.0,0,3,1,3,2,0,0,12.27203896204513
30,4.9,4,0,0,3,1,2,1,7.669593796336562
27,4.9,2,3,2,1,1,0,1,13.601517126643698
30,4.9,2,0,2,1,1,0,1,7.647849610814803
29,4.5,0,3,2,3,2,2,1,20.144000349550186
